subject	predicate	object	birthPlace	<predicate>	age	object
Elizabeth_Gordon_u002C__Duchess_of_Gordon 	gender 	Female	London 	<gender >		Female
Elizabeth_Peke_Davis 	birthDate 	1803-01-01	Waimea_u002C__Hawaii_County_u002C__Hawaii 	<age>	221	221
Elizabeth_Peke_Davis 	gender 	Female	Waimea_u002C__Hawaii_County_u002C__Hawaii 	<gender >		Female
Elizabeth_Proctor 	birthDate 	1652-01-01	Lynn_u002C__Massachusetts 	<age>	372	372
Elizabeth_Proctor 	gender 	Female	Lynn_u002C__Massachusetts 	<gender >		Female
Elsie_Paroubek 	birthDate 	1906-01-01	Chicago 	<age>	118	118
Elsie_Paroubek 	gender 	Female	Chicago 	<gender >		Female
Elsie_Paroubek 	nationality 	United_States 	Chicago 	<nationality >		United_States 
Elwyn_Richardson 	alumniOf 	University_of_Auckland 	Ōtāhuhu 	<alumniOf >		University_of_Auckland 
Elwyn_Richardson 	birthDate 	1925-07-08	Ōtāhuhu 	<age>	98	98
Elwyn_Richardson 	gender 	Male	Ōtāhuhu 	<gender >		Male
Elżbieta_Szydłowiecka 	birthDate 	1533-01-01	Szydłowiec 	<age>	491	491
Elżbieta_Szydłowiecka 	gender 	Female	Szydłowiec 	<gender >		Female
Emer_Dillon 	birthDate 	1984-01-01	Cork__u0028_city_u0029_ 	<age>	40	40
Emer_Dillon 	gender 	Female	Cork__u0028_city_u0029_ 	<gender >		Female
Emer_Dillon 	nationality 	Republic_of_Ireland 	Cork__u0028_city_u0029_ 	<nationality >		Republic_of_Ireland 
Empress_Bo 	birthDate 	-0150-01-01	Suzhou 	<age>	2173	2173
Empress_Bo 	gender 	Female	Suzhou 	<gender >		Female
Empress_Guo__u0028_Zhenzong_u0029_ 	gender 	Female	Taiyuan 	<gender >		Female
Princess_Faiza_of_Egypt 	birthDate 	1923-11-08	Abdeen_Palace 	<age>	100	100
Princess_Faiza_of_Egypt 	gender 	Female	Abdeen_Palace 	<gender >		Female
Thomas_Benbow_Phillips 	birthDate 	1829-02-14	Manchester 	<age>	195	195
Thomas_Benbow_Phillips 	gender 	Male	Manchester 	<gender >		Male
Thomas_Benbow_Phillips 	nationality 	Argentina 	Manchester 	<nationality >		Argentina 
Catherine_Bramwell-Booth 	award 	Commander_Of_The_Order_Of_The_British_Empire_Q12201477	Hadley_Wood 	<award >		Commander_Of_The_Order_Of_The_British_Empire_Q12201477
Catherine_Bramwell-Booth 	birthDate 	1883-07-20	Hadley_Wood 	<age>	140	140
Doris_McLemore 	birthDate 	1927-04-16	Anadarko_u002C__Oklahoma 	<age>	97	97
Doris_McLemore 	gender 	Female	Anadarko_u002C__Oklahoma 	<gender >		Female
Doris_McLemore 	knowsLanguage 	Wichita_language	Anadarko_u002C__Oklahoma 	<knowsLanguage >		Wichita_lang
Doris_McLemore 	nationality 	United_States 	Anadarko_u002C__Oklahoma 	<nationality >		United_States 
Dorothy_Bray_u002C__Baroness_Chandos 	birthDate 	1524-01-01	Eaton_Bray 	<age>	500	500
Dorothy_Bray_u002C__Baroness_Chandos 	gender 	Female	Eaton_Bray 	<gender >		Female
Douglas_Quijano 	alumniOf 	Heidelberg_University 	Lanao_del_Norte 	<alumniOf >		Heidelberg_University 
Douglas_Quijano 	alumniOf 	Ateneo_de_Manila_University 	Lanao_del_Norte 	<alumniOf >		Ateneo_de_Manila_University 
Douglas_Quijano 	alumniOf 	Complutense_University_of_Madrid 	Lanao_del_Norte 	<alumniOf >		Complutense_University_of_Madrid 
Douglas_Quijano 	alumniOf 	University_of_Santo_Tomas 	Lanao_del_Norte 	<alumniOf >		University_of_Santo_Tomas 
Douglas_Quijano 	birthDate 	1944-07-24	Lanao_del_Norte 	<age>	79	79
Douglas_Quijano 	gender 	Male	Lanao_del_Norte 	<gender >		Male
Douglas_Quijano 	nationality 	Philippines 	Lanao_del_Norte 	<nationality >		Philippines 
Drew_Blickensderfer 	gender 	Male	Mount_Zion_u002C__Illinois 	<gender >		Male
Drew_Blickensderfer 	nationality 	United_States 	Mount_Zion_u002C__Illinois 	<nationality >		United_States 
Drew_Marshall 	gender 	Male	Richmond_Hill_u002C__Ontario 	<gender >		Male
Win_Aung__u0028_businessman_u0029_ 	birthDate 	1953-09-30	Pyay 	<age>	70	70
Daniel_W_u002E__Christman 	alumniOf 	United_States_Military_Academy 	Youngstown_u002C__Ohio 	<alumniOf >		United_States_Military_Academy 
Daniel_W_u002E__Christman 	alumniOf 	United_States_Army_Command_and_General_Staff_College 	Youngstown_u002C__Ohio 	<alumniOf >		United_States_Army_Command_and_General_Staff_College 
Daniel_W_u002E__Christman 	alumniOf 	National_War_College 	Youngstown_u002C__Ohio 	<alumniOf >		National_War_College 
Daniel_W_u002E__Christman 	alumniOf 	Princeton_School_of_Public_and_International_Affairs 	Youngstown_u002C__Ohio 	<alumniOf >		Princeton_School_of_Public_and_International_Affairs 
Daniel_W_u002E__Christman 	alumniOf 	Western_Reserve_Academy 	Youngstown_u002C__Ohio 	<alumniOf >		Western_Reserve_Academy 
Daniel_W_u002E__Christman 	alumniOf 	George_Washington_University_Law_School 	Youngstown_u002C__Ohio 	<alumniOf >		George_Washington_University_Law_School 
Daniel_W_u002E__Christman 	alumniOf 	Princeton_University_School_of_Engineering_and_Applied_Science 	Youngstown_u002C__Ohio 	<alumniOf >		Princeton_University_School_of_Engineering_and_Applied_Science 
Daniel_W_u002E__Christman 	award 	Air_Medal	Youngstown_u002C__Ohio 	<award >		Air_Medal
Daniel_W_u002E__Christman 	award 	Legionnaire_Of_Legion_Of_Merit_Q17231624	Youngstown_u002C__Ohio 	<award >		Legionnaire_Of_Legion_Of_Merit_Q17231624
Daniel_W_u002E__Christman 	award 	Bronze_Star_Medal	Youngstown_u002C__Ohio 	<award >		Bronze_Star_Medal
Daniel_W_u002E__Christman 	birthDate 	1943-05-05	Youngstown_u002C__Ohio 	<age>	80	80
Daniel_W_u002E__Christman 	gender 	Male	Youngstown_u002C__Ohio 	<gender >		Male
Daniel_W_u002E__Christman 	nationality 	United_States 	Youngstown_u002C__Ohio 	<nationality >		United_States 
Danny_Gordon_Taylor 	birthDate 	2000-01-01	North_Tonawanda_u002C__New_York 	<age>	24	24
Danny_Gordon_Taylor 	gender 	Male	North_Tonawanda_u002C__New_York 	<gender >		Male
Darren_Varley 	birthDate 	1973-01-01	Pincher_Creek 	<age>	51	51
Darren_Varley 	gender 	Male	Pincher_Creek 	<gender >		Male
Darren_Varley 	nationality 	Canada 	Pincher_Creek 	<nationality >		Canada 
Darwin_D_u002E__Martin 	birthDate 	1865-01-01	Madison_u002C__New_York 	<age>	159	159
Darwin_D_u002E__Martin 	gender 	Male	Madison_u002C__New_York 	<gender >		Male
David_Agir 	birthDate 	1942-07-12	Nauru 	<age>	81	81
David_Agir 	gender 	Male	Nauru 	<gender >		Male
David_C_u002E__Jordan 	alumniOf 	Harvard_University 	Chicago 	<alumniOf >		Harvard_University 
David_C_u002E__Jordan 	alumniOf 	University_of_Pennsylvania 	Chicago 	<alumniOf >		University_of_Pennsylvania 
David_C_u002E__Jordan 	alumniOf 	University_of_Virginia_School_of_Law 	Chicago 	<alumniOf >		University_of_Virginia_School_of_Law 
David_C_u002E__Jordan 	birthDate 	1935-01-01	Chicago 	<age>	89	89
David_C_u002E__Jordan 	gender 	Male	Chicago 	<gender >		Male
David_C_u002E__Jordan 	nationality 	United_States 	Chicago 	<nationality >		United_States 
David_Coons 	birthDate 	1960-05-16	Pomona_u002C__California 	<age>	63	63
David_Coons 	gender 	Male	Pomona_u002C__California 	<gender >		Male
Yousef_Tabatabai_Nejad 	birthDate 	1944-01-01	Ardestan 	<age>	80	80
Helmut_Haugk 	award 	German_Cross_In_Gold_Q17412908	Gelsenkirchen 	<award >		German_Cross_In_Gold_Q17412908
Helmut_Haugk 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Gelsenkirchen 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Helmut_Haugk 	birthDate 	1914-02-24	Gelsenkirchen 	<age>	110	110
Helmut_Haugk 	gender 	Male	Gelsenkirchen 	<gender >		Male
Helmut_Haugk 	knowsLanguage 	German_language	Gelsenkirchen 	<knowsLanguage >		German_lang
Helmut_Haugk 	nationality 	Germany 	Gelsenkirchen 	<nationality >		Germany 
Helmut_Kroeg 	award 	German_Cross_In_Gold_Q17412908	Gusev_u002C__Kaliningrad_Oblast 	<award >		German_Cross_In_Gold_Q17412908
Helmut_Kroeg 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Gusev_u002C__Kaliningrad_Oblast 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Helmut_Kroeg 	birthDate 	1914-01-28	Gusev_u002C__Kaliningrad_Oblast 	<age>	110	110
Helmut_Kroeg 	gender 	Male	Gusev_u002C__Kaliningrad_Oblast 	<gender >		Male
Hemasiri_Fernando 	alumniOf 	University_of_Ceylon 	Sri_Lanka 	<alumniOf >		University_of_Ceylon 
Hemasiri_Fernando 	alumniOf 	Nalanda_College_u002C__Colombo 	Sri_Lanka 	<alumniOf >		Nalanda_College_u002C__Colombo 
Hemasiri_Fernando 	birthDate 	1949-10-12	Sri_Lanka 	<age>	74	74
Hemasiri_Fernando 	gender 	Male	Sri_Lanka 	<gender >		Male
Henry_Adams__u0028_farmer_u0029_ 	birthDate 	1583-01-01	Great_Britain 	<age>	441	441
Henry_Adams__u0028_farmer_u0029_ 	gender 	Male	Great_Britain 	<gender >		Male
Henry_Blogg 	award 	British_Empire_Medal 	Cromer 	<award >		British_Empire_Medal 
Henry_Blogg 	birthDate 	1876-02-06	Cromer 	<age>	148	148
Henry_Blogg 	gender 	Male	Cromer 	<gender >		Male
Henry_Blogg 	knowsLanguage 	English_language	Cromer 	<knowsLanguage >		English_lang
Henry_G_u002E__Buhrman 	award 	Medal_of_Honor	Cincinnati 	<award >		Medal_of_Honor
Henry_G_u002E__Buhrman 	birthDate 	1844-01-01	Cincinnati 	<age>	180	180
Henry_G_u002E__Buhrman 	gender 	Male	Cincinnati 	<gender >		Male
Henry_G_u002E__Buhrman 	nationality 	United_States 	Cincinnati 	<nationality >		United_States 
James_Stuart_Mackie 	birthDate 	1860-03-12	City_of_Westminster 	<age>	164	164
James_Stuart_Mackie 	gender 	Male	City_of_Westminster 	<gender >		Male
James_Stuart_Mackie 	nationality 	Canada 	City_of_Westminster 	<nationality >		Canada 
James_W_u002E__Moore__u0028_author_u0029_ 	alumniOf 	Centenary_College_of_Louisiana 	Memphis_u002C__Tennessee 	<alumniOf >		Centenary_College_of_Louisiana 
James_W_u002E__Moore__u0028_author_u0029_ 	alumniOf 	Methodist_Theological_School_in_Ohio 	Memphis_u002C__Tennessee 	<alumniOf >		Methodist_Theological_School_in_Ohio 
James_W_u002E__Moore__u0028_author_u0029_ 	birthDate 	1938-04-26	Memphis_u002C__Tennessee 	<age>	85	85
James_W_u002E__Moore__u0028_author_u0029_ 	gender 	Male	Memphis_u002C__Tennessee 	<gender >		Male
James_W_u002E__Moore__u0028_author_u0029_ 	nationality 	United_States 	Memphis_u002C__Tennessee 	<nationality >		United_States 
James_W_u002E__Rodgers 	birthDate 	1910-08-03	Lubbock_u002C__Texas 	<age>	113	113
James_W_u002E__Rodgers 	gender 	Male	Lubbock_u002C__Texas 	<gender >		Male
James_W_u002E__Rodgers 	nationality 	United_States 	Lubbock_u002C__Texas 	<nationality >		United_States 
James_Watt__u0028_loyalist_u0029_ 	birthDate 	1952-09-21	Belfast 	<age>	71	71
James_Watt__u0028_loyalist_u0029_ 	gender 	Male	Belfast 	<gender >		Male
James_Watt__u0028_loyalist_u0029_ 	knowsLanguage 	English_language	Belfast 	<knowsLanguage >		English_lang
Jamie_Allan_Brown 	alumniOf 	University_of_St_Andrews 	Glasgow 	<alumniOf >		University_of_St_Andrews 
Jamie_Allan_Brown 	alumniOf 	University_of_Strathclyde 	Glasgow 	<alumniOf >		University_of_Strathclyde 
Jamie_Allan_Brown 	alumniOf 	Whitehill_Secondary_School 	Glasgow 	<alumniOf >		Whitehill_Secondary_School 
Jamie_Allan_Brown 	birthDate 	1987-06-09	Glasgow 	<age>	36	36
Jamie_Allan_Brown 	gender 	Male	Glasgow 	<gender >		Male
Jamie_Allan_Brown 	knowsLanguage 	English_language	Glasgow 	<knowsLanguage >		English_lang
Jamie_Allan_Brown 	worksFor 	UNICEF 	Glasgow 	<worksFor >		UNICEF 
Jan__u0022_Ciężki_u0022__Tarnowski 	birthDate 	1479-01-01	Biecz 	<age>	545	545
Jan__u0022_Ciężki_u0022__Tarnowski 	gender 	Male	Biecz 	<gender >		Male
Jane_Herbert_Wilkinson_Long 	birthDate 	1798-07-23	Charles_County_u002C__Maryland 	<age>	225	225
Jane_Herbert_Wilkinson_Long 	gender 	Female	Charles_County_u002C__Maryland 	<gender >		Female
Jane_Herbert_Wilkinson_Long 	nationality 	United_States 	Charles_County_u002C__Maryland 	<nationality >		United_States 
Jane_Pemberton_Small 	birthDate 	1518-01-01	London 	<age>	506	506
Jane_Pemberton_Small 	gender 	Female	London 	<gender >		Female
Jaswant_Singh_of_Bharatpur 	birthDate 	1851-03-01	Deeg 	<age>	173	173
Jaswant_Singh_of_Bharatpur 	gender 	Male	Deeg 	<gender >		Male
Jorge_Domecq 	birthDate 	1960-11-28	Jerez_de_la_Frontera 	<age>	63	63
Jorge_Domecq 	knowsLanguage 	Spanish_language	Jerez_de_la_Frontera 	<knowsLanguage >		Spanish_lang
Lalit_Mansingh 	alumniOf 	Delhi_University 	Odisha 	<alumniOf >		Delhi_University 
Lalit_Mansingh 	alumniOf 	Ravenshaw_University 	Odisha 	<alumniOf >		Ravenshaw_University 
Lalit_Mansingh 	birthDate 	1941-04-29	Odisha 	<age>	82	82
Lalit_Mansingh 	gender 	Male	Odisha 	<gender >		Male
Lalit_Mansingh 	nationality 	India 	Odisha 	<nationality >		India 
Abd_al-Husayn_Najafi_Lari 	birthDate 	1847-01-01	Najaf 	<age>	177	177
Abd_al-Husayn_Najafi_Lari 	gender 	Male	Najaf 	<gender >		Male
Abd_al-Husayn_Najafi_Lari 	nationality 	Iraq 	Najaf 	<nationality >		Iraq 
Effat_Marashi 	birthDate 	1939-01-01	Kerman 	<age>	85	85
Effat_Marashi 	gender 	Female	Kerman 	<gender >		Female
Effat_Marashi 	nationality 	Iran 	Kerman 	<nationality >		Iran 
Elżbieta_Konstancja_Potulicka 	birthDate 	1859-07-20	Berlin 	<age>	164	164
Elżbieta_Konstancja_Potulicka 	gender 	Female	Berlin 	<gender >		Female
Friedrichs_Lachs 	birthDate 	1832-01-09	Altdorf_bei_Nürnberg 	<age>	192	192
Friedrichs_Lachs 	gender 	Male	Altdorf_bei_Nürnberg 	<gender >		Male
Friedrichs_Lachs 	nationality 	Sweden 	Altdorf_bei_Nürnberg 	<nationality >		Sweden 
Howard_J_u002E__Burnett 	alumniOf 	Amherst_College 	Holyoke_u002C__Massachusetts 	<alumniOf >		Amherst_College 
Howard_J_u002E__Burnett 	birthDate 	1929-10-14	Holyoke_u002C__Massachusetts 	<age>	94	94
Howard_J_u002E__Burnett 	gender 	Male	Holyoke_u002C__Massachusetts 	<gender >		Male
Howard_J_u002E__Burnett 	nationality 	United_States 	Holyoke_u002C__Massachusetts 	<nationality >		United_States 
Howell_W_u002E__Melton_Jr_u002E_ 	alumniOf 	University_of_Florida 	St_u002E__Augustine_u002C__Florida 	<alumniOf >		University_of_Florida 
Howell_W_u002E__Melton_Jr_u002E_ 	birthDate 	1951-10-26	St_u002E__Augustine_u002C__Florida 	<age>	72	72
Howell_W_u002E__Melton_Jr_u002E_ 	gender 	Male	St_u002E__Augustine_u002C__Florida 	<gender >		Male
Howell_W_u002E__Melton_Jr_u002E_ 	nationality 	United_States 	St_u002E__Augustine_u002C__Florida 	<nationality >		United_States 
Hsin_Tao 	birthDate 	1948-01-01	Lashio 	<age>	76	76
Hsin_Tao 	gender 	Male	Lashio 	<gender >		Male
Hsin_Tao 	knowsLanguage 	Chinese_language	Lashio 	<knowsLanguage >		Chinese_lang
Hubertus_Prinz_von_Sachsen-Coburg_und_Gotha 	birthDate 	1961-12-08	Herrenberg 	<age>	62	62
Hubertus_Prinz_von_Sachsen-Coburg_und_Gotha 	gender 	Male	Herrenberg 	<gender >		Male
Hubertus_Prinz_von_Sachsen-Coburg_und_Gotha 	knowsLanguage 	German_language	Herrenberg 	<knowsLanguage >		German_lang
Hubertus_Prinz_von_Sachsen-Coburg_und_Gotha 	nationality 	Germany 	Herrenberg 	<nationality >		Germany 
Hudson_Armerding 	alumniOf 	University_of_Chicago 	Albuquerque_u002C__New_Mexico 	<alumniOf >		University_of_Chicago 
Hudson_Armerding 	alumniOf 	Clark_University 	Albuquerque_u002C__New_Mexico 	<alumniOf >		Clark_University 
Hudson_Armerding 	alumniOf 	Wheaton_College__u0028_Illinois_u0029_ 	Albuquerque_u002C__New_Mexico 	<alumniOf >		Wheaton_College__u0028_Illinois_u0029_ 
Hudson_Armerding 	birthDate 	1918-06-21	Albuquerque_u002C__New_Mexico 	<age>	105	105
Hudson_Armerding 	gender 	Male	Albuquerque_u002C__New_Mexico 	<gender >		Male
Hudson_Armerding 	nationality 	United_States 	Albuquerque_u002C__New_Mexico 	<nationality >		United_States 
Hugh_Aiken_Bayne 	gender 	Male	New_Orleans 	<gender >		Male
Jack_Swarbrick 	birthDate 	1954-03-19	Yonkers_u002C__New_York 	<age>	70	70
Jack_Swarbrick 	gender 	Male	Yonkers_u002C__New_York 	<gender >		Male
Jack_Swarbrick 	nationality 	United_States 	Yonkers_u002C__New_York 	<nationality >		United_States 
Jack_van_Tongeren 	birthDate 	1947-01-01	Belgium 	<age>	77	77
Jack_van_Tongeren 	gender 	Male	Belgium 	<gender >		Male
Freddy_Schuman 	nationality 	United_States 	New_York_City 	<nationality >		United_States 
Frederica_Mildmay_u002C__Countess_of_Mértola 	birthDate 	1687-01-01	Berlin 	<age>	337	337
Frederica_Mildmay_u002C__Countess_of_Mértola 	gender 	Female	Berlin 	<gender >		Female
Frederick_Cope 	birthDate 	1849-08-27	Simcoe_u002C__Ontario 	<age>	174	174
Frederick_Cope 	gender 	Male	Simcoe_u002C__Ontario 	<gender >		Male
Frederick_Cope 	nationality 	Canada 	Simcoe_u002C__Ontario 	<nationality >		Canada 
Frederick_Johnson__u0028_businessman_u0029_ 	gender 	Male	Southport 	<gender >		Male
Friedrich_Carl__u0028_officer_u0029_ 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Strasbourg 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Friedrich_Carl__u0028_officer_u0029_ 	birthDate 	1916-09-24	Strasbourg 	<age>	107	107
Friedrich_Carl__u0028_officer_u0029_ 	gender 	Male	Strasbourg 	<gender >		Male
Friedrich_Issermann 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Weimar 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Friedrich_Issermann 	birthDate 	1916-04-15	Weimar 	<age>	108	108
Friedrich_Issermann 	gender 	Male	Weimar 	<gender >		Male
Friedrich_Issermann 	knowsLanguage 	German_language	Weimar 	<knowsLanguage >		German_lang
Friedrich_Issermann 	nationality 	Germany 	Weimar 	<nationality >		Germany 
Friedrich_Johannes_Hugo_von_Engelken 	birthDate 	1881-01-01	Denmark 	<age>	143	143
Friedrich_Johannes_Hugo_von_Engelken 	gender 	Male	Denmark 	<gender >		Male
Friedrich_Strohm 	award 	German_Cross_In_Gold_Q17412908	Bous_u002C__Germany 	<award >		German_Cross_In_Gold_Q17412908
Friedrich_Strohm 	award 	Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469	Bous_u002C__Germany 	<award >		Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469
Friedrich_Strohm 	birthDate 	1908-12-17	Bous_u002C__Germany 	<age>	115	115
Friedrich_Strohm 	gender 	Male	Bous_u002C__Germany 	<gender >		Male
Friedrich_von_Frankenberg 	gender 	Male	Germany 	<gender >		Male
Hamid_Ghassemi-Shall 	birthDate 	1964-01-01	Iran 	<age>	60	60
Hamid_Ghassemi-Shall 	gender 	Male	Iran 	<gender >		Male
Hamid_Ghassemi-Shall 	nationality 	Iran 	Iran 	<nationality >		Iran 
Hannah_August 	alumniOf 	University_of_Pennsylvania 	Livingston_u002C__New_Jersey 	<alumniOf >		University_of_Pennsylvania 
Hannah_August 	alumniOf 	Livingston_High_School__u0028_New_Jersey_u0029_ 	Livingston_u002C__New_Jersey 	<alumniOf >		Livingston_High_School__u0028_New_Jersey_u0029_ 
Hannah_August 	gender 	Female	Livingston_u002C__New_Jersey 	<gender >		Female
Hannah_August 	memberOf 	Democratic_Party__u0028_United_States_u0029_ 	Livingston_u002C__New_Jersey 	<memberOf >		Democratic_Party__u0028_United_States_u0029_ 
Hannah_August 	nationality 	United_States 	Livingston_u002C__New_Jersey 	<nationality >		United_States 
Hannibal_Price 	birthDate 	1841-01-01	Cap-Haïtien 	<age>	183	183
Hannibal_Price 	gender 	Male	Cap-Haïtien 	<gender >		Male
Hannibal_Price 	nationality 	Haiti 	Cap-Haïtien 	<nationality >		Haiti 
Hans_Bennemann 	award 	German_Cross_In_Gold_Q17412908	Unna 	<award >		German_Cross_In_Gold_Q17412908
Hans_Bennemann 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Unna 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Hans_Bennemann 	birthDate 	1921-08-30	Unna 	<age>	102	102
Hans_Bennemann 	gender 	Male	Unna 	<gender >		Male
Hans_Bennemann 	knowsLanguage 	German_language	Unna 	<knowsLanguage >		German_lang
Hans_Bennemann 	nationality 	Germany 	Unna 	<nationality >		Germany 
Hans_Bock__u0028_officer_u0029_ 	award 	German_Cross_In_Gold_Q17412908	Oberndorf_am_Neckar 	<award >		German_Cross_In_Gold_Q17412908
Hans_Bock__u0028_officer_u0029_ 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Oberndorf_am_Neckar 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Hans_Bock__u0028_officer_u0029_ 	birthDate 	1919-01-10	Oberndorf_am_Neckar 	<age>	105	105
Hans_Bock__u0028_officer_u0029_ 	gender 	Male	Oberndorf_am_Neckar 	<gender >		Male
Hans_Bock__u0028_officer_u0029_ 	knowsLanguage 	German_language	Oberndorf_am_Neckar 	<knowsLanguage >		German_lang
Hans_Bock__u0028_officer_u0029_ 	nationality 	Germany 	Oberndorf_am_Neckar 	<nationality >		Germany 
Hans_Juchem 	award 	German_Cross_In_Gold_Q17412908	Cologne 	<award >		German_Cross_In_Gold_Q17412908
Hans_Juchem 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Cologne 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Hans_Juchem 	birthDate 	1917-06-04	Cologne 	<age>	106	106
Hans_Juchem 	gender 	Male	Cologne 	<gender >		Male
Hans_Koch__u0028_SS_officer_u0029_ 	birthDate 	1912-08-13	Tangerhütte 	<age>	111	111
Hans_Koch__u0028_SS_officer_u0029_ 	gender 	Male	Tangerhütte 	<gender >		Male
Hans_Koch__u0028_SS_officer_u0029_ 	knowsLanguage 	German_language	Tangerhütte 	<knowsLanguage >		German_lang
Hans_Koch__u0028_SS_officer_u0029_ 	memberOf 	Nazi_Party 	Tangerhütte 	<memberOf >		Nazi_Party 
Hans_Koch__u0028_SS_officer_u0029_ 	nationality 	Germany 	Tangerhütte 	<nationality >		Germany 
Hans_Lotter 	award 	German_Cross_In_Gold_Q17412908	Erlangen 	<award >		German_Cross_In_Gold_Q17412908
Hans_Lotter 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Erlangen 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Hans_Lotter 	birthDate 	1917-11-17	Erlangen 	<age>	106	106
Hans_Lotter 	gender 	Male	Erlangen 	<gender >		Male
Hans_Lotter 	knowsLanguage 	German_language	Erlangen 	<knowsLanguage >		German_lang
Hans_Lotter 	nationality 	Germany 	Erlangen 	<nationality >		Germany 
Hans_van_de_Kimmenade 	birthDate 	1980-10-15	Nijmegen 	<age>	43	43
Hans_van_de_Kimmenade 	gender 	Male	Nijmegen 	<gender >		Male
Hans-Georg_Borck 	award 	German_Cross_In_Gold_Q17412908	Hagen 	<award >		German_Cross_In_Gold_Q17412908
